,songName,artistName,lyrics,Verbs,Nouns,Adverbs,Corpus,Word Counts,Unique Word Counts
43,The Fuddy Duddy Watchmaker,"['Kay Kyser & His Orch., vocals Julie Conway']","I broke my watch the other night
I broke my watch Ôcause I wound it too tight
I broke my watch Ôround quarter past nine
So I took it Ôround the corner to a friend of mine

I donÕt know how he does it, but he does it
I donÕt know how he does it, but he does it
I donÕt know how he does it, but he does it
The fuddy duddy watchmaker at the jewelry store

I donÕt know how he shook it, but he shook it
I donÕt know how he shook it, but he shook it
I donÕt know how he shook it, but he shook it
HeÕs got it on the beam, steadier than ever before

Look at the old man go!
HeÕs a hundred and three and thatÕs no lie
Look at the old man go!
When he raises that glass up to his eye

I donÕt know how he does it, but he does it
I donÕt know how he does it, but he does it
I donÕt know how he does it, but he does it
The fuddy duddy watchmaker at the jewelry store

He fixed my watch, he fixed it quick
Mighty soon he was making it tick
He made it tick with a beautiful beat:
It ticks a wham, a ree-bop, a tick tock

I donÕt know how he does it, but he does it
I donÕt know how he does it, but he does it
I donÕt know how he does it, but he does it
The fuddy duddy fuddy duddy at the jewelry store

DonÕt know how he does it, donÕt know how he does it
DonÕt know, donÕt know
The fuddy duddy fuddy duddy at the jewelry store

Look at the old man go!
HeÕs a hundred and three and maybe more
I donÕt know how he does it, but he does it
I donÕt know how he does it, but he does it
The fuddy duddy watchmaker at the jewelry store",break break wound break take ôround donÕt know donÕt know donÕt know donÕt know shake shake donÕt know shake shake donÕt know shake shake get look go look go raise donÕt know donÕt know donÕt know fix fix make tick make tick tick donÕt know donÕt know donÕt know know know know know look go donÕt know donÕt know,watch night watch watch ôround quarter corner friend mine duddy watchmaker jewelry store beam man lie man glass eye duddy watchmaker jewelry store watch beat tick tock duddy duddy jewelry store donÕt duddy duddy jewelry store man duddy watchmaker jewelry store,too so how how how how how how ever before when how how how soon how how how how how maybe how how,break watch night break watch cause wound tight break watch round quarter past take round corner friend don t know don t know don t know fuddy duddy watchmaker jewelry store don t know shake shake don t know shake shake don t know shake shake He s get beam steady look old man He s that s lie look old man raise glass eye don t know don t know don t know fuddy duddy watchmaker jewelry store fix watch fix quick Mighty soon make tick tick beautiful beat tick wham ree bop tick tock don t know don t know don t know fuddy duddy fuddy duddy jewelry store Don t know don t know Don t know don t know fuddy duddy fuddy duddy jewelry store look old man He s maybe don t know don t know fuddy duddy watchmaker jewelry store,335,86
44,"Wait For Me, Mary",['Dick Haymes'],"There's a small town lying by the river
Have way to nowhere
Where the trains just stop to take on water
But my girl, she lives there.
She don't have jewels, she ain't got money
But she makes my whole world sunny
Where's no make up on her face
But where she is, well, that's my place
And I'm going home to my girl.
Wait for me Mary-Anne
Please, stay free Mary-Anne
I'm coming home, girl, just as soon as I can
(My my my Mary-Anne)
Wait for me Mary-Anne
You will see Mary-Anne
That I was born to be your true lovin' man
(My my my Mary-Anne)
In the city life gets often lonely
For a bore making gird
And it's hard to keep your sense of values
And to do things you should
Girls come easy, try to make you
Just as soon they'll try to break you
When the city dulls my eyes
Then I'll remember summer skies
And dream of the grace I belong
Wait for me Mary-Anne
Please, stay free Mary-Anne
I'm coming home, girl, just as soon as I can
(My my my Mary-Anne)
Wait for me Mary-Anne
You will see Mary-Anne
That I was born to be your true lovin' man
(My my my Mary-Anne)",lie stop take live be get make go wait stay come can wait will see bear get keep should come try make will try break dull will remember belong wait stay come can wait will see bear,town river way train water girl jewel money world make face place girl girl man city life bore making gird sense value thing girl city eye summer sky dream grace girl man,nowhere where just there where where home home just as soon often easy just as soon when then home just as soon,small town lie river way train stop water girl live jewel be get money make world sunny face place go home girl wait Mary Anne stay free Mary Anne come home girl soon Mary Anne wait Mary Anne Mary Anne bear true love man Mary Anne city life get lonely bore making gird hard sense value thing girl come easy try soon try break city dull eye remember summer sky dream grace belong wait Mary Anne stay free Mary Anne come home girl soon Mary Anne wait Mary Anne Mary Anne bear true love man Mary Anne ,212,116
45,Moonlight Mood,['Frank Sinatra'],"Moonlight mood when twilight is ending
You're in my moonlight mood and our hearts are blending
There comes the same old glow that we used to know long ago
You appear in a ribbon of moonlight

There you are, as lovely as ever
You vow by every star to love me forever
Although you're far away, we meet in my solitude
You are mine when I'm in my moonlight mood

There you are, as lovely as ever
You vow by every star to love me forever
Although you're far away, we meet in my solitude
You are mine when I'm in my moonlight mood",end blend come use know appear vow love meet vow love meet,mood twilight moonlight mood heart glow ribbon moonlight star solitude mood star solitude mood,when long ago there as ever forever far away when there as ever forever far away when,moonlight mood twilight end moonlight mood heart blend come old glow know long ago appear ribbon moonlight lovely vow star love forever far away meet solitude moonlight mood lovely vow star love forever far away meet solitude moonlight mood,104,53
46,If You Please - Single Version,['Bing Crosby'],"Did I see moonlight and magnolia trees?
Smile again, my darling, if you please
Did I hear music on a warm spring breeze?
Speak again, my darling, if you please
Did I feel cool September rain just then?
If you please, touch my cheek with your hand again
When you are near me I can dream with ease
And I'm yours, my darling, if you please",see smile please hear speak please feel please touch can dream please,moonlight tree darling music spring breeze darling rain cheek hand ease darling,again again just then again when,moonlight magnolia tree smile darling hear music warm spring breeze speak darling feel cool September rain touch cheek hand near dream ease darling ,66,46
47,Four Or Five Times,['Sidney Bechet'],"Just four five times
(Four five times)
Baby, four five times
(Four five times)
Maybe tonight
Done things right
Four five times
(Four five times)
Maybe I'll try
(Maybe I'll try)
Maybe I'll die
(Maybe I'll die)
If I die, I'm gonna try
Just four five times
Oh, four five times
Yoo, noo, loo, hoo, ooh
(Yoo, noo, loo, hoo, ooh)
Yeah, da hee, hey, da hoon
(Yeah, da hee, hey, da hoon)
Haa da, haa da, hoo di
(Haa da, haa da, hoo di)
Hoo di, ho di, hee di
(Hoo di, ho di, hee di)
Hee di, hee di, hee di
(Hee di, hee di, hee di)
Lo, lo, lo, lo, leeoo
(Lo, lo, lo, lo, leeoo)
Haa da, haa da, hey, hi, ho
(Haa da, haa da, hey, hi, ho)
Four five times
Oh, four five times
Four five times
(Four five times)
Four five times
(Four five times)
Haa di, haa di, haa di
(Haa di, haa di, haa di)
How di, how di, how di
(How di, how di, how di)
Hee di, hee di, hee di
(Hee di, hee di, hee di)
How di, how di, hee di
(How di, how di, hee di)
Lee di, bee di, wee ni
(Lee di, bee di, wee ni)
Hee di, hee di, hee di
(Hee di, hee di, hee di)
Oon, boo, yeah
(Oon, boo, yeah)
Boo, oon, ma, haa
(Boo, oon, ma, haa)
Boon, yeah, oon, yoo, pu
(Boon, yeah, oon, yoo, pu)
Yup, yup, yup, yeah
(Yup, yup, yup, yeah)
Hoo, hoo, hoo, hoo
(Hoo, hoo, hoo, hoo)
Haaba, hoon, haaba, hoon
(Haaba, hoon, haaba, hoon)
Aahdigoloohoo le hoon
(Aahdigoloohoo le hoon)
Four five times
Oh, four five times",do will try will try will die will die die go try hoo hoo,time time baby time time tonight thing time time time time hoon leeoo time time time time time time haa boo boo hoo hoo hoo hoon hoon hoon hoon hoon time time,just maybe maybe maybe maybe maybe just how how how how how how how how how how,time time baby time time maybe tonight thing right time time maybe try maybe try maybe die maybe die die go to try time oh time Yoo noo loo hoo ooh Yoo noo loo hoo ooh yeah da hee hey da hoon yeah da hee hey da hoon Haa da haa da hoo di Haa da haa da hoo di hoo di ho di hee di hoo di ho di hee di hee di hee di hee di Hee di hee di hee di Lo lo lo lo leeoo Lo lo lo lo leeoo Haa da haa da hey hi ho Haa da haa da hey hi ho time oh time time time time time haa di haa di haa di Haa di haa di haa di di di di di di di hee di hee di hee di Hee di hee di hee di di di hee di di di hee di Lee di bee di wee ni Lee di bee di wee ni hee di hee di hee di Hee di hee di hee di Oon boo yeah Oon boo yeah Boo oon ma haa Boo oon ma haa Boon yeah oon yoo pu Boon yeah oon yoo pu yup yup yup yeah yup yup yup yeah hoo hoo hoo hoo hoo hoo hoo hoo Haaba hoon haaba hoon Haaba hoon haaba hoon Aahdigoloohoo le hoon Aahdigoloohoo le hoon time oh time,285,98
48,Constantly - Single Version,['Bing Crosby'],"There I was,
What a sad affair I was,
My heart was hitched to a dream
There I stood never knowing where I stood
Day by day trying some new scheme
Constantly I looked for you,
No day or two but constantly
Constantly I wished you near
And now you're here so close to me
And it isn't magic, and you do exist,
For after all, I know when I've been kissed;
And you were meant to be my heart's delight,
Not just tonight but constantly.",hitch stand know stand try look wish exist know kiss mean,affair heart dream day scheme day heart delight tonight,there there never where constantly constantly constantly now here so after all when just constantly, sad affair heart hitch dream stand know stand Day day try new scheme constantly look day constantly constantly wish near close magic exist know kiss mean heart delight tonight constantly ,86,67
49,All of Me,['John Legend'],"What would I do without your smart mouth
Drawing me in and you kicking me out?
Got my head spinning, no kidding
I can't pin you down

What's going on in that beautiful mind?
I'm on your magical mystery ride
And I'm so dizzy, don't know what hit me
But I'll be alright

My head's underwater
But I'm breathing fine
You're crazy and I'm outta my mind

'Cause all of me loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me, I'll gives my all to you
You're my end and my beginning
Even when I lose, I'm winning

'Cause I give you all of me
And you give me all of you, oh

How many times do I have to tell you
Even when you're crying, you're beautiful too?
The world is beating you down
I'm around through every mood

You're my downfall, you're my muse
My worst distraction, my rhythm and blues
I can't stop singing
This ringing in my head for you

My head's underwater
But I'm breathing fine
You're crazy and I'm out of my mind

'Cause all of me loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me, I'll give my all to you
You're my end and my beginning
Even when I lose, I'm winning

'Cause I give you all of me
And you give me all, all of you

Cards on the table
We're both showing hearts
Risking it all though it's hard

'Cause all of me loves all of you
Love your curves and all your edges
All your perfect imperfections
Give your all to me, I'll give my all to you
You're my end and my beginning
Even when I lose, I'm winning

'Cause I give you all of me
And you give me all of you, oh
I give you all of me, yeah
And you give me all of you, oh",would draw kick spin can pin go know hit will breathe outta love love give will give lose win give give tell cry beat can stop singe ring breathe love love give will give lose win give give show risk love love give will give lose win give give give give,mouth head kidding mind mystery ride head underwater fine mind curve edge imperfection end beginning time world mood downfall muse distraction rhythm blue head head underwater fine mind curve edge imperfection end beginning table heart curve edge imperfection end beginning,so even when how even when too down around even when even when,smart mouth draw kick Got head spin kidding pin go beautiful mind magical mystery ride dizzy know hit alright head underwater breathe fine crazy outta mind because love love curve edge perfect imperfection give end beginning lose win because oh time tell cry beautiful world beat mood downfall muse bad distraction rhythm blue stop singe ring head head underwater breathe fine crazy mind because love love curve edge perfect imperfection end beginning lose win because Cards table show heart risk hard because love love curve edge perfect imperfection end beginning lose win because oh yeah oh,333,119
50,I Get The Neck Of The Chicken,['Bob Dorough'],"(There's always one in every fam'ly
And nobody loves him one bit
There's always one in every fam'ly)
And confidentially, I'm it
I get the neck of the chicken
I get the rumble seat ride
I get the leaky umbrella
Everyone shoves me aside
When I jump in my shower each morn'
Sure as fate, I'm too late,
All the hot water is gone
I get the neck of the chicken
I get that burnt piece of toast
I get that seat in the movies
Smacko! in back of the post
That's why I can't get over this dream that came true
If I get the neck of the chicken
How did I ever get you?
I get the neck of the chicken
That's how they give me the bird
And in the family snapshot
Mine is the face that's all blurred
When morning paper comes to the door
Sure as fate, I'm too late
And they're mine long about four
I get the neck of the chicken
I get the plate with the crack
I get those evenings with Granma
Everyone else can relax
That's why I can't get over this fine howdy-do
If I get the neck of the chicken
How did I ever get you?",love get get get shove jump go get get burn get can come get get give come get get get can relax can get,fam'ly bit fam'ly neck chicken seat ride umbrella shower morn fate water neck chicken piece toast seat movie post dream neck chicken neck chicken bird family snapshot face morning paper door fate neck chicken plate crack evening do neck chicken,always always confidentially aside when too back why how ever how when too about else why how ever, fam ly love bit fam ly confidentially neck chicken rumble seat ride leaky umbrella shove aside jump shower morn sure fate late hot water go neck chicken burn piece toast seat movie Smacko post dream come true neck chicken neck chicken bird family snapshot face blurred morning paper come door sure fate late long neck chicken plate crack evening Granma relax fine howdy neck chicken ,208,101
52,There's A Star Spangled Banner,['Ray Stevens'],"There's a star spangled banner waving somewhere
in a distant land so many miles away
Only Uncle sam's great hero's get to go there
where I wish that I could live someday.
I see Lincoln, Custer, Washington and Perry,
Nathan Hale and Collin Kelly too,
There's a star spangled banner waving somewhere
Waving ov'er the land of hero's brave and true.
in this war with it's mad schemes and distructions,
of our counrty fair and our sweet liberty
by the mad dictators, leaders of corruption,
can't the U.S. use a Mountain boy like me.
God gave me the right to be a free American,
for that precious right I'd gladly die,
there's a star spangled banner waving somewhere
that is where I want to live when I die.
Though I realize I'm crippled, that is true sir,
Please don't judge my courage by my twisted leg,
let me show my Uncle Sam what I can do, sir,
let me help to bring the Axis down a peg.
if I do some great deed, I will be a hero,
and a hero brave is what I want to be,
There's a star spangled banner waving somewhere,
In that heaven there should be a place for me.",spangle wave go wish could live see spangle wave wave can use give 'd die spangle wave want live die realize judge let show can let help bring will want spangle wave should,star banner land mile hero star banner land war scheme distruction counrty fair liberty dictator leader corruption boy right right star banner sir courage leg sir peg deed hero hero star banner place,somewhere so away only there where someday too somewhere gladly somewhere where when somewhere,star spangle banner wave distant land mile away Uncle sam great hero wish live someday Lincoln Custer Washington Perry Nathan Hale Collin Kelly star spangle banner wave wave ov er land hero brave true war mad scheme distruction counrty fair sweet liberty mad dictator leader corruption U S use Mountain boy like God give right free American precious right gladly die star spangle banner wave want live die realize crippled true sir judge courage twisted leg let Uncle Sam sir let help bring Axis peg great deed hero hero brave want star spangle banner wave heaven place ,205,124
53,"Get On Board, Little Chillun","['Ella Mae Morse', 'Freddie Slack And His Orchestra']","Get on board, little children
Get on board, little children
Get on board, little children
There's room for many-a-more
I hear the train a comin'
I hear it close at hand
I hear those car wheels rumblin'
And rollin' through the land
Get on board, little children
Get on board, little children
Get on board, little children
There's room for many-a-more
I hear the train a-coming
She's coming round the curve
She's loosened all her steam and brakes
Straining every nerve
Get on board, little children
Get on board, little children
Get on board, little children
There's room for many-a-more
The fare is cheap
And all can go
The rich and poor are there
No second class aboard the train
No difference in the fare
Get on board, little children
Get on board, little children
Get on board, little children
There's room for many-a-more
Get on board, little children
Get on board, little children
Get on board, little children
There's room for many-a-more
There's room for many-a-more",hear hear hear get hear come come loosen brake strain can go get,board child board child board child room train comin hand car wheel rumblin land board child board child board child room train curve steam nerve board child board child board child room fare class train difference fare board child board child board child room board child board child board child room room,,board little child board little child board little child room hear train comin hear close hand hear car wheel rumblin rollin land board little child board little child board little child room hear train come come round curve loosen steam brake strain nerve board little child board little child board little child room fare cheap rich poor second class aboard train difference fare board little child board little child board little child room board little child board little child board little child room room ,167,57
54,Anything You Can Do,"['Ethel Merman', 'Ray Middleton']","And now little lady, if you'll kindly step up to the parapet
I'll give you a lesson in marksmanship
You couldn't give me a lesson in long distance spittin'

Anything you can do, I can do better
I can do any thing better than you

No, you can't, yes, I can
No, you can't, yes, I can
No, you can't, yes, I can, yes I can

Anything you can be I can be greater
Sooner or later, I'm greater than you

No, you're not, yes I am
No, you're not, yes I am
No, you're not, yes I am, yes I am

I can shoot a partridge with a single cartridge
I can get a sparrow with a bow and arrow
I can live on bread and cheese
And only on that? Yes, so can a rat

Any note you can reach, I can go higher
I can sing anything higher than you

No, you can't, yes, I can
No, you can't, yes, I can
No, you can't, yes, I can
No, you can't, yes, I can
No, you can't, yes, I can

Anything you can buy, I can buy cheaper
I can buy anything cheaper than you

Fifty cents, forty cents
Thirty cents, twenty cents
No, you can't, yes, I can, yes I can

Anything you can say I can say softer
I can say anything softer than you

No, you can't, yes, I can
No, you can't, yes, I can
No, you can't, yes, I can, yes, I can

I can drink my liquor faster than a flicker
I can do it quicker and get even sicker
I can open any safe
Without bein' caught? Sure
That's what I thought, you crook

Any note you can hold I can hold longer
I can hold any note longer than you

No, you can't, yes, I can
No, you can't, yes, I can
No, you can't, yes, I can
No, you can't, yes, I can
Yes, you can

Anything you can wear I can wear better
In what you wear I'd look better than you

In my coat? In your vest
In my shoes? In your hat
No, you can't, yes, I can, yes, I can

Anything you say I can say faster
I can say anything faster than you

No, you can't, yes, I can
No, you can't, yes, I can
No, you can't, yes, I can
No, you can't, yes, I can
No, you can't, yes, I can
No, you can't, yes, I can
No, you can't, yes, I can
No, you can't, yes, I can

I can jump a hurdle, I can wear a girdle
I can knit a sweater, I can fill it better
I can do most anything, Can you bake a pie? No
Neither can I

Anything you can sing I can sing sweeter
I can sing anything sweeter than you

No, you can't, yes, I can
No, you can't, oh yes, I can
No, you can't, yes, I can
No, you can't, yes, I can
No, you can't, can't, can't
Yes, I can, can, can
Yes, I can
No, you can't",will step will give could give can can can can can can can can can can can can can shoot can can live can can reach can go can sing can can can can can can can can can can can buy can buy can buy can can can can say can say can say can can can can can can can can drink can can open catch think crook can hold can hold can hold can can can can can can can can can can wear can wear wear 'd look can can can say can say can say can can can can can can can can can can can can can can can can can jump can wear can knit can fill can Can bake can can sing can sing can sing can can can can can can can can can can can can can can can can,lady parapet lesson marksmanship lesson distance spittin thing partridge cartridge sparrow bow arrow bread cheese rat note cent cent cent cent liquor flicker sicker note note coat vest shoe hat hurdle girdle sweater pie,now kindly well soon later only so fast quick even long well fast,little lady kindly step parapet lesson marksmanship lesson long distance spittin well thing well yes yes yes yes great soon later great yes yes yes yes shoot partridge single cartridge sparrow bow arrow live bread cheese yes rat note reach high sing high yes yes yes yes yes buy buy cheap buy cheap cent cent thirty cent cent yes yes soft soft yes yes yes yes drink liquor fast flicker quick sicker open safe bein catch sure think crook note hold hold long hold note long yes yes yes yes yes wear wear well wear look well coat vest shoe hat yes yes fast fast yes yes yes yes yes yes yes yes jump hurdle wear girdle knit sweater fill well bake pie sing sing sweet sing sweet yes oh yes yes yes yes yes ,518,132
55,There's No Business Like Show Business,"['Irving Berlin', 'Ethel Merman']","There's no business like show business like no business I know
Everything about it is appealing, everything that traffic will allow
Nowhere could you get that happy feeling when you are stealing that extra bow
There's no people like show people, they smile when they are low
Even with a turkey that you know will fold, you may be stranded out in the cold
Still you wouldn't change it for a sack of gold, let's go on with the show
The butcher, the baker, the grocer, the clerk
Are secretly unhappy men because
The butcher, the baker, the grocer, the clerk
Get paid for what they do but no applause.
They'd gladly bid their dreary jobs goodbye for anything theatrical and why?
There's no business like show business and I tell you it's so
Traveling through the country is so thrilling, standing out in front on opening nights
Smiling as you watch the theater filling, and there's your billing out there in lights
There's no people like show people, they smile when they are low
Angels come from everywhere with lots of jack, and when you lose it, there's no attack
Where could you get money that you don't give back? Let's go on with the show
You get word before the show has started that your favorite uncle died at dawn
Top of that, your pa and ma have parted, you're broken-hearted, but you go on
Yesterday they told you you would not go far, that night you open and there you are
Next day on your dressing room they've hung a star, let's go on with the show!!",show know appeal will allow could steal show smile know will fold may strand would change let go pay 'd bid tell travel stand open smile watch show smile come lose could give let go get start die part break go tell would go open hang let go,business business business traffic feeling bow people people turkey sack gold show butcher grocer clerk man butcher grocer clerk applause job goodbye business show business country front night theater filling billing light people people lot jack attack money show word show uncle dawn top yesterday night day dressing room star show,nowhere when when even still secretly gladly why so so out there when everywhere when where back far there,business like business like business know appeal traffic allow happy feeling steal extra bow people like people smile low turkey know fold strand cold change sack gold let butcher baker grocer clerk secretly unhappy man butcher baker grocer clerk pay applause gladly bid dreary job goodbye theatrical business like business tell travel country thrilling stand open night smile watch theater filling billing light people like people smile low Angels come lot jack lose attack money let word start favorite uncle die dawn pa ma part break hearted yesterday tell far night open day dressing room hang star let ,270,151
56,Doin' What Comes Naturally,['Ethel Merman'],"Folks are dumb,
Where I come from,
They ain't had any learnin'
Still, they're happy as can be,
Doin' what comes naturally.
Folks like us,
Could never fuss,
With schools and books and learnin',
Still we've gone from A to Z,
Doin' what comes naturally.
You don't have to know,
How to read or write,
When you're out with a feller,
In the pale moonligt,
You don't have to look,
At a book to find,
What he thinks of the moon,
And what is on his mind,
That comes naturally.
My uncle out in Texas,
Can't even write his name,
He signs his checks with ""X's"",
But they cash 'em just the same.
If you saw my Paw and Maw,
You'd know they had no learnin',
Still they raised a family,
Doin' what comes naturally,
Doin' what comes naturally!",come be can come Could fuss go come know read write look find think come can write sign cash see 'd know raise come come,folk learnin folk school book learnin a z feller moonligt book moon mind uncle name check learnin family,where still naturally never still naturally how when naturally even just still naturally naturally,folk dumb come be learnin happy do come naturally folk like fuss school book learnin go z do come naturally know read write feller pale moonligt look book find think moon mind come naturally uncle Texas write sign check X cash em see Paw Maw know learnin raise family do come naturally do come naturally ,139,103
57,I Lost My Sugar In Salt Lake City,"['Johnny Mercer', 'Freddie Slack And His Orchestra']","I lost my sugar in Salt Lake City
Oh, why did I go there
I should have stayed down in New Orleans
And never gone nowhere
A girl with sweet talk from Kansas City
Her words were sweet like wine
She bought him diamonds and limousines
She stole that man o' mine
When night comes a-creepin'
For me there's no sleeping
What she sews, she'll be reapin'
'Cause she done me wrong
I cried my heart out in Salt Lake City
The day I heard the news
He left me deep in my solitude
With a Salt Lake City blues
With a Salt Lake City blues",lose go should stay go buy limousine steal come sleep sew will do cry hear leave,sugar girl talk word wine diamond man mine night creepin reapin heart day news solitude blue blue,why there never nowhere when deep,lose sugar Salt Lake City oh stay New Orleans go girl sweet talk Kansas City word sweet like wine buy diamond limousine steal man o night come creepin sleep sew reapin because wrong cry heart Salt Lake City day hear news leave deep solitude Salt Lake City blue Salt Lake City blue,106,79
58,Goodbye Sue - Remastered,['Perry Como'],"Ey ey, yaha
Ey ey, yaha
Ey ey, yaha
Ey ey, yaha
Ey ey, yaha
Ey ey, yaha
She was a top class, top act crazy kind of girl
A top cat on a tin roof kind of girl
We took a hot rod ride now straight into the sun
We burnt our feathers, hoppin' an' boppin' an' havin' fun
But all we get is growing old
And things are way beyond control
So goodbye Peggy Sue, you know that I love you
Still have to go, oh, oh, oh
Goodbye Peggy Sue, you know that I'm sorry
That I had to break your heart for rock 'n' roll
Ey ey, yaha
For rock 'n' roll
Ey ey, yaha
She gave me good love, hot love everyday
But be-bop-a-lula skinny Minny got in the way
She like to stay at home and gaze upon the stars
But I had to get out and reached for my guitar
'Cause all we get is growing old
And things are way beyond cotrol
So goodbye Peggy Sue, you know that I love you
Still have to go, oh, oh, oh
Goodbye Peggy Sue, you know that I'm sorry
That I had to break your heart for rock 'n' roll
There is no one to blame, I love you still the same
There is no reason baby, oh, oh, oh, oh
I feel it in my heart, I feel it in my soul
Oh, oh, oh, oh
So goodbye Peggy Sue, you know that I love you
Still have to go, oh, oh, oh
Goodbye Peggy Sue, you know that I'm sorry
(For rock 'n' roll) Oh, oh, oh, oh
Goodbye Peggy Sue, you know that I love you
Still have to go, oh, oh, oh
So goodbye Peggy Sue, you know that I'm sorry
That I had to break your heart for rock 'n' roll
Ey ey, yaha
For rock 'n' roll
Ey ey, yaha",take burn have get grow know love go know break give bop get like stay reach get grow know love go know break blame love feel feel know love go know know love go know break,ey yaha ey yaha ey yaha ey yaha ey yaha ey yaha class act kind girl cat tin roof kind girl rod ride sun feather boppin fun thing way control heart rock roll ey ey yaha rock roll ey ey yaha love love everyday skinny way home gaze star guitar thing way cotrol goodbye heart rock roll one reason baby heart soul rock roll heart rock roll ey ey yaha rock roll ey ey,now straight so still so still still so still still so,ey ey yaha Ey ey yaha Ey ey yaha Ey ey yaha Ey ey yaha Ey ey yaha class act crazy kind girl cat tin roof kind girl take hot rod ride straight sun burn feather hoppin boppin have fun grow old thing way control goodbye Peggy Sue know love oh oh oh Goodbye Peggy Sue know sorry break heart rock n roll ey ey yaha rock n roll ey ey yaha give good love hot love everyday bop lula skinny Minny get way like stay home gaze star reach guitar because grow old thing way cotrol goodbye Peggy Sue know love oh oh oh Goodbye Peggy Sue know sorry break heart rock n roll blame love reason baby oh oh oh oh feel heart feel soul oh oh oh oh goodbye Peggy Sue know love oh oh oh Goodbye Peggy Sue know sorry rock n roll oh oh oh oh Goodbye Peggy Sue know love oh oh oh goodbye Peggy Sue know sorry break heart rock n roll ey ey yaha rock n roll ey ey yaha,322,116
59,Stormy Weather,['Etta James'],"Don't know why
There's no sun up in the sky
Stormy weather
Since my man and I ain't together
Keeps raining all of the time

Oh yeah
Life is bare
Gloom and misery everywhere
Stormy weather, stormy weather
And I just can't get my poor self together
Oh I'm weary all of the time
The time, so weary all of the time

When he went away
The blues walked in and met me
Oh yeah if he stays away
Old rocking chair's gonna get me
All I do is pray
The Lord will let me
Walk in the sun once more

Oh I can't go on, can't go on, can't go on
Everything I have is gone
Stormy weather, stormy weather
Since my man and I, me and my daddy ain't together
Keeps raining all of the time
Oh, oh, keeps raining all of the time
Oh yeah, yeah, yeah raining all of the time 
Stormy stormy
Stormy weather
Yeah",know be rain can go walk meet stay pray will let walk can go can go can go go be rain keep rain rain,sun sky weather man time gloom misery weather weather self time time time blue chair go sun weather weather man daddy time time time stormy weather,why together everywhere just together so when away once more together,know sun sky Stormy weather man be Keeps rain time oh yeah Life bare gloom misery Stormy weather stormy weather poor self oh weary time time weary time go away blue walk meet oh yeah stay away old rocking chair go to pray Lord let walk sun oh go Stormy weather stormy weather man daddy be Keeps rain time oh oh keep rain time oh yeah yeah yeah rain time stormy stormy stormy weather yeah,160,81
60,Sentimental Lady,['Bob Welch'],"You are here and warm
But I could look away and you'd be gone
'Cause we live in a time
When meaning falls in splinters from our lives
And that's why I've traveled far
'Cause I come so together where you are

Yes, and all of the things that I said that I wanted
Come rushing by in my head when I'm with you
Fourteen joys and a will to be merry
All of the things that they say are very

Sentimental gentle wind
Blowing through my life again
Sentimental lady, gentle one (All I need is you)
Sentimental gentle wind
Blowing through my life again
Sentimental lady, gentle one

Ooh, sentimental lady

Yes, and all of the things that I said that I wanted
Come rushing by in my head when I'm with you
Fourteen joys and a will to be merry
All of the things that they say are very

Sentimental gentle wind
Blowing through my life again
Sentimental lady, gentle one (All I need is you)
Sentimental gentle wind
Blowing through my life again
Sentimental lady, gentle one (All I need is you)

All of the things that I said that I wanted
Come rushing by in my head when I'm with you
Fourteen joys and a will to be merry
All of the things that they say are very (All I need is you)

All of the things that I said that I wanted
Come rushing by in my head when I'm with you",could look 'd go live fall travel come say want come rush say blow need blow say want come rush say blow need blow need say want come rush say need say want come rush,time meaning splinter life thing head joy will thing wind life lady wind life lady lady thing head joy will thing wind life lady wind life lady thing head joy will thing thing head,here away when why far so together where by when very again again by when very again again by when very by when,warm look away go because live time meaning fall splinter life travel far because come yes thing say want come rush head Fourteen joy merry thing sentimental gentle wind blow life sentimental lady gentle need sentimental gentle wind blow life sentimental lady gentle ooh sentimental lady yes thing say want come rush head Fourteen joy merry thing sentimental gentle wind blow life sentimental lady gentle need sentimental gentle wind blow life sentimental lady gentle need thing say want come rush head Fourteen joy merry thing need thing say want come rush head,248,78
